,Tweet
1154,"Ini sih jelas, penumpangnya siapa saja, dan tujuannya apa.

Lah si pangeran bungsu, langsung pergi liburan sewaktu demo putusan MK, dan sumber dananya tidak jelas dari ...??"
1155,"https://bbc.com/indonesia/articles/cmj2n2kxkgdo#:~:text=Pabrik%20tekstil%20yang%20melakukan%20PHK,Djaja%2C%20Semarang%2C%20sekitar%202.000%20karyawan…

Ya tentu oposisi, gak berhasil untuk mensejahterakan kelas menengah tapi anaknya maju ikut pemilu apalagi terkesan dipaksakan melalui putusan MK no 90 yg kontroversial"
1156,"lebih sering pakai yg kenak silang merah... apa karena itu ya, ga dilirik sama sekali sama HR cv ku ya?? otewe kulik2 lagi lah..."
1157,mungkin ada yang kecewa sama putusan MK juga?
1158,"Alasan PKS Membeberkan Partainya Tak Kembali Usung Anies Usai Putusan MK https://keuangannews.id/alasan-pks-membeberkan-partainya-tak-kembali-usung-anies-usai-putusan-mk/… lewat 
@Keuangan
 News"
1159,Putusan MK sama Buzzer 02
1160,"Bwahahaaaaa
Macam Putusan MK
Bukan soal terbitnya

Namun Efek nya
kwkwkww"
1161,"Yang lebih aneh keputusan kpu 1229 tahun 2024 ttg  pendaftaran cakada, seolah mengeliminasi putusan mk krn harus meminta persetujuan dari politik dan koalisi. 
Hal ini di alami Masinton waktu mendaftar calon bupati yg tdk ditrima kpu krn seblum nya pdip sdh beri rekom pd yg lain"
1162,Demokratis atau ndak tergantung di posisi mana...klo posisi kalah ya teriaknya ini tidak demokratis...mirip putusan MK kemarenlah...sekarang kan sudah ga terdengar lg mahkamah kluarga..krn yg sering omong gitu sudah terpenuhi harapannya
1163,"banyak tanya2
""ini apa? ""
""ko bisa begini? ""
. 
. 
. 
. 
kembangin aja sendiri, pakai ragi instan biar cepat ngembang.."
1164,"jurnal dulu... baru setelah itu ""penyesuaian"""
1165,joki rangkuman tentang konsekuensi yuridis putusan mk nomor 20 tahun 2014 cari yg spesialis hukum #zonaba #zonauang
1166,"""Meneruskan"" Nepotisme, mengacak-acak konstitusi dg munculnya putusan MK no 90/2023 yg digawangi adik iparnya dg munculnya MKMK yg mevonis pelanggaran etik berat dan non palukan di MK dan dan dicopot dari ketua MK, dan itu akan diedukasi oleh murid dan anaknya.
Cawe-cawe n bansos"
1167,"Setuju wktnya jgn terlalu lama,misal 3 -4 bln termasuk masa kampanye pesertanya dikocok ulang tdk hrs paslon spt saat ini bisa saja calon independen bertambah atau dg putusan MK No.60 bisa saja partai² menyiapkan jago² barunya
Ada peluang 
@aniesbaswedan
 imut kontestasi diDKI"
1168,"Loncat kau bilang? Jangan mengaburkan masalah. Anies - Shohibul itu cuman 18 kursi, gak sampe 20%. Putusan MK setelah deklarasi RK - Soeswono. Gimana caranya PKS keluar dari KIM kalo kadernya jadi wakil?"
1169,Putusan MK terkait RUU Pilkada sah dan disetujui oleh Pemerintah.
1170,"hai kak, temenku kena 1jt an ya. penipu nyamar jadi temen kelasku trus chat minta kirim pulsa. ehh malah kesedot 1jt aj gitu, aku ga paham juga detailnya. kakak kena berapa emangnya? "
1171,Kawal putusan MK jilid 2 ???
1172,Nah itu saya rasa bisa diambil jalan terobosan daripada menjadi polemik yg berkepanjangan akibat putusan MK yg mana dlm prosesnya ketua MK nya sendiri melanggar etik berat. Kira² begitu pendapat saya pribadi Lae 
1173,"Putusan MK bersifat final dan mengikat.
#KawalPutusanMk"
1174,"sudah bikin perjanjian dg KIM lalu muncullah putusan MK 

mas bro baca dong beritanya "
1175,"Setelah tenggelam krn ada isu baru putusan MK, ternyata masalah mamam siang gratis ini blm selesai juga ya."
1176,Putusan MK apa panja Baleg DPR sik?
1177,"DPR - KPU setujui PKPU Pilkada semua merujuk putusan MK

#MenjagaPutusanMK"
1178,"Klu MPR mau, bisa. MPR bisa mendalilkan putusan MKMK sbg alasan menolak wapres terpilih. MPR tdk punya hak berhentikan pres/wapres setelah sah dilantik, sblm ada putusan MK. Tapi utk yg “terpilih”, MPR bisa saja menolak dg voting(suara terbanyak)."
1179,"DPR - KPU setujui PKPU Pilkada semua merujuk putusan MK

#MenjagaPutusanMK"
1180,"Klu MPR mau, bisa. MPR bisa mendalilkan putusan MKMK sbg alasan menolak wapres terpilih. MPR tdk punya hak berhentikan pres/wapres setelah sah dilantik, sblm ada putusan MK. Tapi utk yg “terpilih”, MPR bisa saja menolak dg voting(suara terbanyak)."
1181,"Kan demo kemaren bertujuan agar dpr mematuhi hasil putusan MK terkait aturan Pilkada, bukannya udah clear ya bosku?? Atau jangan² anda demonya bertujuan untuk memajukan abah pilkada?? "
1182,"menarik nih, ilmu akhir pekan... 
*brb cari buku kieso yg udah ga tau dimana letaknya... "
1183,dia yg twtnya ikut turun aksi putusan mk itu gk sie
1184,"Join mulyono seminggu lgs satu barisan di DPR nolak putusan MK. Masih mending kmaren jadi oposisi. Setidaknya demi kehormatan. apakah nanti PKS berani berseberangan dgn koalisinya sendiri dlm soal kebijakan?

Mending skeptis dulu ketimbang nelen mentah2 janji politikus"
1185,Putusan MK iya juga nggak?
1186,"Rajin amat ya ngerwit apa yg dilakukan di DPR ,tapi soal UU pilkada kemarin PKS juga ikutan ingin menganulir putusan MK ?
Lupa ya?
Kebaikan 1000 x dilupakan dan lebih diingat 1 keburukan terakhir
Maka yg paling sulit itu Istiqomah"
1187,Putusan MK gimana kabar?
1188,"jan bawa2 putusan MK un, ga seru ah"
1189,"Dan partai saya mendukung dinasti nepotisme titik gak pake koma

Bahkan partai saya juga mendukung bileg yg akan menganulir putusan MK 60"
1190,"Exactly, mereka juga ga minta maaf  pasca rubah kembali sesuai aturan MK.. jadi sebenarnya DPR ga melihat ada yang salah dengan melawan putusan MK tapi takut ada huru hara dan massa.

DPR ga peduli akan keadilan, they want to protect their public image. Rats all of them!!"
1191,"Anjayy putusan MK. 
Mulyono & Keluarga"
1192,Presiden RI Jokowi tegaskan pemerintah akan patuhi putusan MK RI terkait UU Pilkada
1193,"Jelang Pilkada Serentak 2024, semakin banyak permohonan pengujian UU Pilkada ke MK. Salah satunya yang diajukan Partai Buruh dan Partai Gelora. 

Putusan MK kali ini membuka peluang besar! Kini, dengan perubahan syarat persentase dan partai politik non-kursi DPRD juga bisa"
1194,"Yg bagus malah mereka recoki.

Sama seperti kemarin saat mereka mau menganulir putusan MK. 

Artinya DPR khilafnya sesuai arahan. Mungkin rakyat & mahasiswa perlu silaturahmi lagi dgn mereka"
1195,Prinsip Erga Omnes yang berlalu terhadap putusan MK ternyata dampaknya luar biasa. Tapi seringkali publik hanya berfokus pada sidang-sidang DPR.
1196,Jokowi Tegaskan akan patuhi putusan MK RI terkait UU Pilkada!!
1197,"Riil, Pasal 251 UU Pemda udah dibatalin sama Putusan MK 137 tahun 2015. 

Tapi bang, kalau menurut mu, Pasal 251 yg baru pasca UU CK gimana? Soale Pemda mesti koordinasi dengan Pusat ketika menyusun Perda. Kira² ada potensi mengurangi asas otonomi gak? Atau pure tuk harmon jh?"
1198,Pemerintah ikuti putusan MK
1199,"Inget ya, kemaren putusan MK bakal jalan mulus kalo DPR, istana, KPU ga digedorin saban hari sama massa

Be the change "
1200,"cok dia cuma minta tolong nebeng. bangke lah ngeri banget. keknya mulai sekarang stop minta tolong deh ke siapapun ituu, takut banget jadi sambatan di komun  https://x.com/liluliludindul/liluliludindul/status/1832046535628181987…"
1201,"jauhin aku dari orang modelan dinda goblok ini Ya Allah.. baca aja udah bikin kesel. heh mbak, km ngetik fuck girl support girl tuh TOLOL tau ga. km ga pernah ada di posisi butuh banget tabengan karena gaada motor??? TOLOL DAN EGOIS km tuhh!!!!!! https://x.com/liluliludindul/liluliludindul/status/1832046174754459752…"
1202,"Plin Plan dan kelompok pendukung Pembangkang Putusan MK

Tenggelamkan"
1203,Dadang Sutarmo Tanggapi Putusan MK: Siap Kawal hingga Pilkada Digelar https://gesuri.id/pemilu/dadang-sutarmo-tanggapi-putusan-mk-siap-kawal-hingga-pilkada-digelar-b2kBMZPRh?utm_source=dlvr.it&utm_medium=twitter… #pdiperjuangan
1204,anj putusan mk 
1205,"betul sekali, sejak ada putusan MK hal itu memungkinkan. mungkin mereka lapar jadinya ya begini deh"
1206,"ngerawat landak dipenjara, ngelawan putusan mk masih melalang buana~~~"
1207,Kenapa mesti putusan MK sih un??? 
1208,kalo putusan MK gagal gimana un ?
1209,"Bener juga, Gibran dan Kaesang juga pasti merasakan bahwa pada masa pemerintahan bapaknya ini tidaklah mudah. Demo dimana-mana, cibiran nitizen twitter, carut marut ijin tambang, putusan MK, DPR yg ga kompeten, belum lagi nilai tukar rupiah yg lemah, serta penghapusan pertalite."
1210,Sudah waktu itu dg me- kawal putusan MK
1211,PKS jngn minta2 pemilih basis pemilih anis lah. Kty krng 4 kursi tp pas ada putusan MK malah alesany dah teken kontrak dngn RK.. timeliney masuk kl memang ada niat usung anis ko.  Dah kebelet msk koalisi KIM + jatah mentri.
1212,"Dimasa SBY, PKS masih di jln yg bener... blm jd OPORTUNIS, ngak ada rasa takut...tentu beda dgn skrg...buktinya peristiwa baleg DPR kemarin dlm soal RUU Pilkada untuk melawan Putusan MK,  PKS diperalat, dipaksa setuju, hal spt tdk akan tejadi bagi PKS dimasa SBY"
1213,"Awas aja kalo sampe putusan MK keluar
Lu gw slepet Un"
1214,"Sorry, tapi pas menunggu putusan MK kemarin, tanpa disuruh ada belasan kampung di Jkt yg menggelar doa bersama agar pak Anies bisa nyalon lagi. Hitung aja tuh satu kampung isi berapa orang."
1215,"Setelah Putusan MK No 60 dan 70, apa dampaknya buat Pilkada? Feri Amsari bersama pakar lainnya mengulik tuntas isu calon tunggal! Jangan lewatkan insight penting ini. #HukumTataNegara"
1216,"Kenapa calon tunggal di Pilkada makin banyak? Simak diskusi seru antara Khoirunissa Agustyati, Heroik Mutaqim, dan Feri Amsari tentang solusi di balik putusan MK! #Pilkada #Demokrasi"
1217,Pemerintah ikuti putusan MK
1218,"Orang PKS ini enggak paham, kekecewaan saya dan yg lainnya kepada PKS itu bukan hanya soal Anies, kami kecewa karena
~ PKS mendukung Bobby yg Dinastinya Jokowi
~ Mendukung Kaesang yang akhirnya batal karena putusan MK
~ Mendukung Marcel yg tukang antar jemput lonte akhirnya batal"
1219,"Ayo 
@KPK_RI
 diusut adakah relasinya dengan proyek2 pak JK, atau tiap putusan MK waktu itu yg menguntungkan pihak JK."
1220,Pemrintah tegas ikuti putusan MK
1221,Pemerintah ikuti putusan MK
1223,"Sblm putusan MK ada ""potensi"" bbrp daerah lawan kotak kosong
Misal jakarta, pks usung anies kurang suara,nasdem pkb gak jelas sikap akhir
Pdip blm dpt tmn,usung sendiri gak bs.
Waduh ributnya mnt  ampun,tuduhan ke istana keras
Skrg ada yg lwn kotak ksong.
Misal surabaya, diem !!!"
1224,"Sementara itu, anggota CALS, Herdiansyah Hamzah menduga bahwa DPR ingin mengooptasi MK melalui wacana evaluasi ini. “Padahal, mereka lupa, justru putusan MK inilah yang memberi ruang bagi demokrasi untuk bertahan dari para kartel politik,"" tegasnya."
1225,kenapa ini muncul pas gue sudah submit... 
1226,ini ada batas usia ga bang??
1227,noted prof... kulik lagi LK perusahaan2 di bursa 
1228,gua liat lagi ini kemaren pas main ke tempat temen
1229,hatur nuhun pelajarannya pak 
1230,"Masih inget menjelang putusan mk pilihan presiden 2019, yang lord bilang ada puluhan teroris masuk jakarta, pas di ketok jadi, terorisnya ilang, nah sekarang muncul lagi"
1231,7. nunggu putusan MK
1232,SETELAH AKUHHH.... BEREPOT2 KEMAREN.... NGURUSIN INI ITU PAS LIBUR............. ACARANYA.... DICANCEL....... BYEEEEEEE
1233,"Blunder PKS :
1. Mendukung Marshel (dibatalkan)
2. Mendukung Bobby N.
3. (Wacana) mendukung Kaesang.
4. Meninggalkan Anies RB (incumbent) yg pada periode 1 merupakan teman seiring seperjuangan. 
5. (Jika) bergabung dgn KIM di pemerintahan Prabowo (katanya menolak putusan MK)."
1234,hatur nuhun pelajarannya pak 
1235,"Masih inget menjelang putusan mk pilihan presiden 2019, yang lord bilang ada puluhan teroris masuk jakarta, pas di ketok jadi, terorisnya ilang, nah sekarang muncul lagi"
1236,7. nunggu putusan MK
1237,SETELAH AKUHHH.... BEREPOT2 KEMAREN.... NGURUSIN INI ITU PAS LIBUR............. ACARANYA.... DICANCEL....... BYEEEEEEE
1238,"Blunder PKS :
1. Mendukung Marshel (dibatalkan)
2. Mendukung Bobby N.
3. (Wacana) mendukung Kaesang.
4. Meninggalkan Anies RB (incumbent) yg pada periode 1 merupakan teman seiring seperjuangan. 
5. (Jika) bergabung dgn KIM di pemerintahan Prabowo (katanya menolak putusan MK)."
1239,Presiden Jokowi tegaskan ikuti putusan MK
1240,Dan KPK dengan UU yang baru ini bisa dikenakan hak angket sebagai bagian mekanisme checks and balances dari DPR atas dasar putusan MK Nomor 36/PUU-XV/2017 artinya kpk saat ini bagian dari eksekutif ? dan terlihat jelas beberapa waktu lalu ketika pak SYL di tangkap KPK krn ..
1241,"Lewati Dinamika Panjang, Putusan MK Bikin PKS Goyah Dukung Anies https://youtu.be/ZGw0E95B4Rg?si=_stn40DDHvQU_NPa… lewat 
@YouTube"
1242,"Turun pas saat2 genting, pas demo omnimbus law, sekarang setelah putusan mk tentang pilkada "
1243,Eh ini peraturan lama gsi ada putusan mk?
1244,"DPR batal sahkan RUU Pilkada, Jokowi tegaskan ikuti putusan MK!!"
1245,"putusan MK yang naikin gibran kemaren juga ngaco kan ya?
jawablah jawablah wahai bapak2 tua bangka"
1246,"sebagai respons dianulirnya putusan MK oleh Badan Legislasi (Baleg) DPR RI.

Fyi, Erina saat ini tengah mempersiapkan studi S2-nya di negara tersebut.

Bagaimana perspektif Teman Alinea soal itu? Silakan lanjut di kolom komentar. 

#AlineaParadox"
1247,Siap mengobrak-abrik putusan MK dan UU
1248,"pengetahuan publik soal otonomi daerah 0 besarr 

minimal baca putusan MK bang Mendagri tidak bisa batalin Perda, skrg mekanisenya executive preview. Kalopun mau batalin bisa, tapi lewat JR ke Mahkamah Agung.

Dulu muncul kasus karena ada dualisme pembatalan perda"
1249,"Jumat berkah mediokers, 

Minsems cm mau sampaikan satu hal. Putusan MK menurunkan ambang batas parlemen daerah tidak menjamin  mrk yg berambisi berkuasa bisa berkompetisi, dan angka kotak kosong tetap msh tinggi

Salam "
1250,Presiden menegaskan pertimbangan hukum dari putusan MK juga menyatakan bahwa tuduhan tuduhan Kepada pemerintah telah dinyatakan tidak terbukti.
1251,laporan target closingan minggu lalu sudah? kok saya belum liat di meja saya..
1252,"Kirain RS VS JA, bakal seru kalo ini terjadi, tp ternyata jadi koalisiian, JA udah niat banget mau jadi Cabup via Golkar, tapi endingnya jadi Cawabup nya RS, pergantian ketum Golkar dan Putusan MK merubah kontestasi Pilbup.
#Pilkada2024AmanDamai 
#PilkadaDamai2024 
#pilbupbogor"
1253,"Serius !! Jaringan Mulyono sudah mati secara electable, jangan harap bisa memenangkan hasil pemilu pilkada jika diselenggarakan sesuai putusan MK & UUD"
1254,pp
1255,"Poin 9 : Hari Senin Deklarasi RAKUS (Ridwal Kamil-Suswono), hari Selasa putusan MK threshold 7.5%, aduh aduh PKS kok ga sabar menunggu putusan MK dulu sebelum deklarasi atau perjanjian RAKUS ini bapak?? Sya pemilih PKS krn prinsipnya pak. Dan sya kecewa dan tidak memilih lagi."
1256,"Kewenangan tertinggi yg diberi UU itu adl MK? Maksud anda MK punya kewenangan membentuk, mengubah atau merevisi UU? Jk demikian, amar putusan MK atas gugatan aturan batas usia di UU Pilpres adalah sah dan legal. Demikian pula dg amar putusan MK terkait gugatan pd UU Pilkada?"
1257,"1. STOP hobimu main tuduh meski berbeda pendapat. 
2. STOP hobimu main umpat hujat hina. 
3. STOP mengatasnamakan seluruh rakyat & mahasiswa. 
4. STOP sok tau. 
5. STOP berpikir DUNGU. 

Gue tanya, point apa saja yg menjadi amar putusan MK terkait UU Pilkada?"
1258,Warga Jakarta Kawal Putusan MK Tentang Pilkada Dengan Deklarasi Pemilu Damai
1259,Warga Jakarta Kawal Putusan MK Tentang Pilkada Dengan Deklarasi Pemilu Damai
1260,"ayok bang bikin tag, kita naikin seperti kawal putusan MK kemarin"
1261,"SUDAH BENER-BENER RUSAK DAN KEBLINGER.
KPK MAU PANGGIL KAESANG, 
DPR INGATKAN JANGAN BIKIN GADUH!

Rocky Gerung Official

Lha bukannya DPR sendiri yg belum lama ini BIKIN GADUH dengan mau menganulir 
PUTUSAN MK "
1262,Ohh jadi tau yg pecahan fokus kawal putusan MK kemarin. Ternyata tugas uki.
1263,"Hal kek gini udah mendarah daging, dan umum untuk indonesia. Semoga dengan putusan MK kemaren, akan memberikan angin segar buat demokrasi, dan rakyat punya pilihan banyak, konstitusi dan hukum agar tidak dikebiri oleh bandit politjk"
1264,"requirements karyawan gue nanti
- wibu/kpopers/bookish
- any pronouns
- menyertakan bukti screenshot ikut serta dalam tolak putusan mk 
- bisa baking (opsional)"
1265,"Gak papa, yg penting tetap kawal putusan MK !!!"
1266,"Sorry oot, itu surat putusan mk salah ketik atau gimana? 1971 tapi berusia 46 pas 2019."
1267,"Ini kurang lengkap ya. Putusan MK bahwa Kemendagri tak bisa membatalkan perda kabupaten/kota, namun masih bisa perda provinsi. Kenapa? Karena yang diuji di MK hanya terkait perda kabupaten/kota. Kalau kewenangan pembatalan perda provinsi diuji, saya yakin hasilnya sama."
1268,"Masih ada 6 mahasiswa yg menjadi tersangka pada kasus demontrasi kawal putusan MK di aceh
LBH sampai saat ini masih mengupayakan agar ke 6 nya di cabut status tersangkanya"
1269,"Jan batele2 juo ang Tif, partai angku tuh kalau indak ikuik berkoalisi indak buliah ikuik pileg tahun 2029,  makonyo tapaso bagabuang samo koalisi dinasty mulyono ko, tanyato ado putusan MK, barangko lah talonsong ta.akan cirik barandang"
1270,"Fadli Ramadanil & Ninis: Bersama Feri Amsari, kedua ahli ini berikan analisis mendalam tentang putusan MK 60 & 70."
1271,"nanti dm aja ya kak, atu rep. aku mau tau detail buku dan halamannya "
1272,kak aku mau yang makro mikro dong plas. ada shopee ga?
1273,"Nomor 14,pantang melanggar perjanjian, la perjanjian awal kalian sebelum putusan MK dilupakan begitu saja? "
1274,"Pak ust 
@tifsembiring
 dr 16 point yg diungkapkan mgkn masy awam msh blum phm: knp PKS mdkung rezim dinasti? Ada putusan MK 60, knp tak dimanfaatkan dgn baik peluang PKS tuk usung pak Anies /usung kader sendiri di DKI -1 '24? Bgitu pula di Sumut -1 knp PKS  tak usung kader sndiri?"
1275,"Setelah putusan MK, PKS harusnya secara santun minta ma'af kpd KIM utk tdk jadi mendukung RK dan kembali mendukung AMAN."
1276,LUCU X TADI KELAS B ditanya contoh disintegritas terus temen jawab di depan kelas jawabannya demo mahasiswa terhadap putusan MK terus satu kelas nyentak HIDUP MAHASISWAAAA
1277,"marahan gara-gara demo reformasi dikorupsi, baru ngobrol lagi gara-gara kawal putusan MK"
1278,"Iya bukti nyata, pks salah satu partai yg menolak putusan mk dan menyerang putusan mk dgn menyebutkan mk tdk berhak membuat norma baru dlm uu sebelum demo besar2an mahasiswa. Padahal mk sdh membuat sebelumnya utk gibran dan syah."
1279,Kalo gw sih yakin skenario awal nya ini supaya org ini lolos aja gitu gak tau siapa di balik itu... tp skenario berubah pas putusan MK
1280,"Tweet ini nanti juga kalau di baca 2 tahun lagi, bakal diketawain banyak orang!

Setelah 2010/2024 Lo mau apain?
Masih Mak jilat?
Apa iya masih mak pakai ?

Tunggu kejutannya di Agustus! Eh ternyata di Agustus ada putusan MK, ya gak jadi deh! "
1281,udah ada putusan MK masa dki ga bisa nyalonin cagub nya dari kader
